Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Arrives Before Christmas (product.metafields.custom.arrives_before_christmas),info_meta_text (product.metafields.custom.info_meta_text),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Recommended age group (product.metafields.shopify.recommended-age-group),Riding toy propulsion type (product.metafields.shopify.riding-toy-propulsion-type),Toy/Game material (product.metafields.shopify.toy-game-material),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Black,,,None - $0,,,Custom license plate - $39,,314649262079-black-none-customlicenseplate,38555.986479318,shopify,deny,manual,627.99,816.39,true,true,'315584573650,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l500_9380ad2e-7f7d-40f7-a91a-d1c4e20426dc.jpg?v=1694740620,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_05bc434a-3448-4338-ab22-decfa9723331.jpg?v=1694740620,lb,,427.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Black,,,1 year - $89,,,None - $0,,314649262079-black-1year-none,38555.986479318,shopify,deny,manual,677.99,881.39,true,true,'315584573667,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_353e2508-93a3-47a9-a4dd-518c09dcaa7d.jpg?v=1694740620,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_05bc434a-3448-4338-ab22-decfa9723331.jpg?v=1694740620,lb,,477.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Black,,,1 year - $89,,,Custom license plate - $39,,314649262079-black-1year-customlicenseplate,38555.986479318,shopify,deny,manual,716.99,932.09,true,true,'315584573674,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_1aa52084-e764-42f0-b4d3-b11759845e88.jpg?v=1694740620,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_05bc434a-3448-4338-ab22-decfa9723331.jpg?v=1694740620,lb,,516.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Red,,,None - $0,,,None - $0,,314649262079-red-none-none,38555.986479318,shopify,deny,manual,588.99,765.69,true,true,'315584573681,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_a9a83d32-434e-44bc-9100-a682b67e403e.jpg?v=1694740620,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_f9355824-7968-4bd4-99e2-2594228c2fc1.jpg?v=1694740620,lb,,388.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Red,,,None - $0,,,Custom license plate - $39,,314649262079-red-none-customlicenseplate,38555.986479318,shopify,deny,manual,627.99,816.39,true,true,'315584573698,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_e3f85b3f-a42d-43a8-b0c3-c4f4ed1f47d0.jpg?v=1694740620,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_f9355824-7968-4bd4-99e2-2594228c2fc1.jpg?v=1694740620,lb,,427.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Red,,,1 year - $89,,,None - $0,,314649262079-red-1year-none,38555.986479318,shopify,deny,manual,677.99,881.39,true,true,'315584573704,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_316ae9ff-9e3a-4985-9e41-e2a7fcb24fc1.jpg?v=1694740620,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_f9355824-7968-4bd4-99e2-2594228c2fc1.jpg?v=1694740620,lb,,477.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Red,,,1 year - $89,,,Custom license plate - $39,,314649262079-red-1year-customlicenseplate,38555.986479318,shopify,deny,manual,716.99,932.09,true,true,'315584573711,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_efa08140-0fc2-458f-9a25-06c4c8aa1c89.jpg?v=1694740620,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_f9355824-7968-4bd4-99e2-2594228c2fc1.jpg?v=1694740620,lb,,516.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Pink,,,None - $0,,,None - $0,,314649262079-pink-none-none,38555.986479318,shopify,deny,manual,588.99,765.69,true,true,'315584573728,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_63f5a7ed-c718-4089-94e1-cc6d54d840ee.jpg?v=1694740620,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_85b735f4-229a-4707-a18a-6d693111553e.jpg?v=1694740621,lb,,388.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Pink,,,None - $0,,,Custom license plate - $39,,314649262079-pink-none-customlicenseplate,38555.986479318,shopify,deny,manual,627.99,816.39,true,true,'315584573735,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_6c5f5d14-4af4-44b8-9177-ae620309b0cd.jpg?v=1694740620,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_85b735f4-229a-4707-a18a-6d693111553e.jpg?v=1694740621,lb,,427.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Pink,,,1 year - $89,,,None - $0,,314649262079-pink-1year-none,38555.986479318,shopify,deny,manual,677.99,881.39,true,true,'315584573742,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_21eac049-a23b-4c5a-9cc0-33654276a8fc.jpg?v=1694740620,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_85b735f4-229a-4707-a18a-6d693111553e.jpg?v=1694740621,lb,,477.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Pink,,,1 year - $89,,,Custom license plate - $39,,314649262079-pink-1year-customlicenseplate,38555.986479318,shopify,deny,manual,716.99,932.09,true,true,'315584573759,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_b457c758-e595-403a-b835-0e134501f34e.jpg?v=1694740620,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_85b735f4-229a-4707-a18a-6d693111553e.jpg?v=1694740621,lb,,516.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Green,,,None - $0,,,None - $0,,314649262079-green-none-none,38555.986479318,shopify,deny,manual,588.99,765.69,true,true,'315584573766,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_97d4a318-242c-4f2d-9277-bbdf1f11ed9c.jpg?v=1694740620,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_6d044bf8-d3e9-416a-84e3-aa8477c66140.jpg?v=1694740621,lb,,388.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Green,,,None - $0,,,Custom license plate - $39,,314649262079-green-none-customlicenseplate,38555.986479318,shopify,deny,manual,627.99,816.39,true,true,'315584573773,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_b6826b92-6477-4ebc-bb32-b135fb98f1a5.jpg?v=1694740620,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_6d044bf8-d3e9-416a-84e3-aa8477c66140.jpg?v=1694740621,lb,,427.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Green,,,1 year - $89,,,None - $0,,314649262079-green-1year-none,38555.986479318,shopify,deny,manual,677.99,881.39,true,true,'315584573780,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_6195901b-92a5-415b-b07d-6ac74e38bb78.jpg?v=1694740620,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_6d044bf8-d3e9-416a-84e3-aa8477c66140.jpg?v=1694740621,lb,,477.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,Green,,,1 year - $89,,,Custom license plate - $39,,314649262079-green-1year-customlicenseplate,38555.986479318,shopify,deny,manual,716.99,932.09,true,true,'315584573797,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_0d9eb326-67b8-43b8-91c8-71481ff4ad64.jpg?v=1694740620,16,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_6d044bf8-d3e9-416a-84e3-aa8477c66140.jpg?v=1694740621,lb,,516.99,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_cfebe947-f2e2-4804-a663-7e8b16353914.jpg?v=1694740620,17,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_fc27a814-a99d-4f9b-8587-cc799fec9a56.jpg?v=1694740620,18,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_62d3d51c-75be-40f5-8878-760e3cfab56d.jpg?v=1694740620,19,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_f34ef572-e95a-4e28-9da5-a75520719059.jpg?v=1694740620,20,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_f9355824-7968-4bd4-99e2-2594228c2fc1.jpg?v=1694740620,21,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_6325369b-1a1f-42ff-889c-ef7538aaba1a.jpg?v=1694740620,22,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_8e23d626-775f-406a-a5b5-d70b45675217.jpg?v=1694740620,23,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_4eda9c9f-1507-42a2-9ed3-3e4a55bbba4a.jpg?v=1694740620,24,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_536831e2-23b8-4db7-b50d-51a7ae556051.jpg?v=1694740620,25,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_3dd58b28-d994-4460-9b2b-3e0b125c8f11.jpg?v=1694740620,26,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_e7d5b40b-5125-4fe9-a6c6-3be551c40e86.jpg?v=1694740620,27,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_7cf6197d-a14f-4d73-a12d-0baa776c2933.jpg?v=1694740620,28,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_dd59f8ba-c722-4d9b-a3fe-3a067b7cbb23.jpg?v=1694740620,29,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_aacb0e12-a1a4-4a06-9f2d-86ac1273d72d.jpg?v=1694740620,30,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_85b735f4-229a-4707-a18a-6d693111553e.jpg?v=1694740621,31,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_7471f587-28dd-445f-a802-9974f82c4e5f.jpg?v=1694740621,32,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_1e914579-34f5-48a7-b7ba-fbc2b64ef029.jpg?v=1694740621,33,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_3dd1d113-239a-42b2-88f2-fbc5b3cb53b4.jpg?v=1694740621,34,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_9c038028-d99e-4e77-8f12-9d7d06cfa79b.jpg?v=1694740621,35,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_899a064e-f62b-4468-84d8-5992f1f434e3.jpg?v=1694740621,36,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_47e6b9aa-853b-4060-bd9f-25f9f3eac014.jpg?v=1694740621,37,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_663f778b-aef3-4429-9674-bb27dc357e68.jpg?v=1694740621,38,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_25739788-e27f-4171-b103-35c509ee4803.jpg?v=1694740621,39,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_8f80443e-6a0f-4136-9d3f-d1e599f87502.jpg?v=1694740621,40,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_6d044bf8-d3e9-416a-84e3-aa8477c66140.jpg?v=1694740621,41,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_06b96d74-2745-4da9-8d26-11d598d53a10.jpg?v=1694740621,42,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_55a14c2f-1c43-4c9a-9590-f79a7d7f80bf.jpg?v=1694740621,43,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_1444e85b-36ee-4013-8afc-ddb5e022a06c.jpg?v=1694740621,44,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_ffc8c9b1-f7bc-4dbd-a11d-0db6346d49c4.jpg?v=1694740621,45,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_dcff8b69-bbff-4e00-bce4-04312657576b.jpg?v=1694740621,46,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_84e11e74-cc4f-4555-bf0f-e1a3ccd18b0a.jpg?v=1694740621,47,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_c123b97a-d533-46f9-8e41-ac83f0770299.jpg?v=1694740621,48,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_388a02d7-f636-4909-80ca-f159bd77a450.jpg?v=1694740621,49,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-with-remote-control-and-led-light-2x200w-24v-power-3-speeds,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_f30a7b92-bd1c-4df0-b3cb-e8d28a4cabc4.jpg?v=1694740621,50,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-seater-kids-ride-on-truck-car-with-3-speed-led-lights-and-bluetooth-connectivity-200w-motor-and-24v-power,2 Seater Kids Ride On Truck Car with 3 Speed LED Lights and Bluetooth Connectivity - 200W Motor and 24V Power,"The 24V 400W Electric Ride On Truck Kids Ride On Car is the ultimate adventure companion for young boys and girls. With its realistic appearance and high-performance 24V 2x200W Motor, this ride-on car is designed to ignite the spirit of exploration and outdoor fun. Equipped with a 9AH battery, it ensures long-lasting playtime for your little ones. <br><br>Safety is a top priority with the Funcid kids <a href=""https://www.magiccars.com"">ride-on</a> car. It is certified by ASTM &amp; CPSIA, providing a guarantee of safety for your child. The soft start and soft brake technology prevent sudden acceleration or braking, ensuring a smooth and secure driving experience. The electron-assisted steering wheel and auto-reset overheat protector further enhance safety features. The reinforced seat belts and lockable doors provide additional protection.<br><br>This ride-on car offers ample space with its 2 spacious seats, allowing two kids aged 3-8 years to drive together and share the excitement. The seats are designed with comfort in mind, and the ride-on car can bear a maximum load of 130 lbs. The 4PCS 14"" EVA wheels equipped with a strong metal suspension system ensure a smooth ride even on rough terrains.<br><br>Powered by a 24V battery and 2x200W motors, this ride-on car delivers more power and a thrilling driving experience. The large battery allows for up to 120 minutes of uninterrupted playtime. With a maximum speed of 4.9 mph in forward mode, your kids will feel the adrenaline rush as they explore their surroundings.<br><br>The Funcid kids ride-on car offers two driving modes to cater to different preferences. Parents can take control with the parental remote control, ensuring a safe and guided driving experience. Alternatively, kids can take the wheel and enjoy the thrill of manual operation. The power steering system and independent wheel bearings provide smooth and precise steering, while the full-metal suspension system absorbs shocks for a comfortable ride.<br><br>But the adventure doesn't end there! This ride-on car is packed with additional features to keep your child entertained. The high-bright LED headlights, tail lights, and searchlights add a cool factor to nighttime driving. The built-in music, MP3, USB port, and AUX port allow your child to enjoy their favorite tunes while cruising around.<br><br>Whether it's a birthday or a holiday, this 24V 400W Electric Ride On Truck Kids Ride On Car is the perfect gift for your adventurous little ones. Please note that due to logistics restrictions, the product is delivered in two packages. Don't let them see the package to keep the surprise intact. Installation instructions are provided, and our customer support team is always ready to assist you.<br><br>Specifications:<br>- Color: Red / Pink / Black / Green<br>- Recommended Age: 3-8 years<br>- Material: PP and ABS plastic, Metal<br>- Battery Type: 24V 9AH<br>- Motor Type: 200W*2<br>- Suspension: Full-Metal Suspension<br>- Seat Size: 18 inches<br>- Wheels Size: 14 inches<br>- Maximum User Weight: 130 lbs<br>- Safe Speed: 1.8-4.9 mph<br>- Charging Time: 8-12 hours<br>- Run Time: 100-120 minutes<br>- Music Function: AUX &amp; USB port / Bluetooth / MP3 / Built-in music<br>- Overall Size: 48.5 inches x 34.7 inches x 31.5 inches<br><br>Note: Always supervise your child when they are in the ride-on car.<br><br>Gear up for endless outdoor fun and imaginative exploration with the 24V 400W Electric Ride On Truck Kids Ride On Car. Order now and let the adventures begin!",Magic Cars,,"",24v Ride On Toy,false,Colors,Black,,Warranty,None - $0,,Custom license plate,None - $0,,314649262860-black-none-none,38555.986479318,shopify,deny,manual,588.99,765.69,true,true,'315584573483,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_05f3c5f1-7c82-4c70-83e1-4dc45248020a.jpg?v=1694740522,1,"",false,,,,,,315584573483,New,,,B72,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_05f3c5f1-7c82-4c70-83e1-4dc45248020a.jpg?v=1694740522,lb,,388.99,archived
2-seater-kids-ride-on-truck-car-with-3-speed-led-lights-and-bluetooth-connectivity-200w-motor-and-24v-power,,,,,,,,,Black,,,None - $0,,,Custom license plate - $39,,314649262860-black-none-customlicenseplate,38555.986479318,shopify,deny,manual,627.99,816.39,true,true,'315584573490,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l500_c21bfe93-cb7d-4f83-adfd-13ab70d6d3e8.jpg?v=1694740522,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_05f3c5f1-7c82-4c70-83e1-4dc45248020a.jpg?v=1694740522,lb,,427.99,
2-seater-kids-ride-on-truck-car-with-3-speed-led-lights-and-bluetooth-connectivity-200w-motor-and-24v-power,,,,,,,,,Black,,,1 year - $89,,,None - $0,,314649262860-black-1year-none,38555.986479318,shopify,deny,manual,677.99,881.39,true,true,'315584573506,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_76912da8-2fe2-44a7-9cfb-c16b12a57833.png?v=1694740522,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_05f3c5f1-7c82-4c70-83e1-4dc45248020a.jpg?v=1694740522,lb,,477.99,
2-seater-kids-ride-on-truck-car-with-3-speed-led-lights-and-bluetooth-connectivity-200w-motor-and-24v-power,,,,,,,,,Black,,,1 year - $89,,,Custom license plate - $39,,314649262860-black-1year-customlicenseplate,38555.986479318,shopify,deny,manual,716.99,932.09,true,true,'315584573513,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_2056f1bc-03cc-472e-8e29-5a4774d33d59.jpg?v=1694740522,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2245/9711/products/s-l1600_05f3c5f1-7c82-4c70-83e1-4dc45248020a.jpg?v=1694740522,lb,,516.99,
